name,price,speed,color,cas_latency,module_count,module_capacity_gb,brand
G.Skill Trident Z5 Royal Neo RGB 32 GB,3599.8,"5,6400",Gold,30.0,2,16,G.Skill
Corsair Vengeance RGB Pro 32 GB,4560.0,"4,3200",White,16.0,2,16,Corsair
Kingston FURY Beast 32 GB,1958.8,"5,5200",Black,40.0,1,32,Kingston
Corsair Vengeance RGB 32 GB,2439.79,"5,6000",Black,40.0,2,16,Corsair
Corsair Vengeance RGB 32 GB,2210.2,"5,5600",White / Gray,40.0,2,16,Corsair
G.Skill Trident Z5 RGB 32 GB,2419.6,"5,6400",Silver / Black,32.0,2,16,G.Skill
G.Skill Trident Z 32 GB,3465.0,"4,3200",Black / White,16.0,2,16,G.Skill
Corsair Vengeance 48 GB,2819.8,"5,5600",Black,40.0,2,24,Corsair
G.Skill Flare X5 32 GB,1699.8,"5,5200",Black / White,36.0,2,16,G.Skill
Kingston FURY Renegade 32 GB,4726.6,"5,8000",Silver / Black,38.0,2,16,Kingston
Kingston FURY Beast 16 GB,1490.6,"4,3200",Black,16.0,1,16,Kingston
Corsair Vengeance RGB Pro SL 32 GB,2819.8,"4,3600",White,18.0,4,8,Corsair
TEAMGROUP T-Force Vulcanα 32 GB,3148.6,"5,6000",Black / Silver,38.0,2,16,TeamGroup
Corsair Vengeance 64 GB,3919.8,"5,6000",Gray,40.0,2,32,Corsair
G.Skill Trident Z Royal 64 GB,3999.8,"4,3600",Silver,18.0,2,32,G.Skill
Corsair Vengeance RGB 32 GB,2759.8,"5,6000",White / Silver,36.0,2,16,Corsair
Patriot Viper Elite 5 RGB 96 GB,5499.8,"5,6000",White,42.0,2,48,Patriot
G.Skill Ripjaws M5 RGB 64 GB,3099.8,"5,5200",Black,40.0,2,32,G.Skill
Kingston FURY Impact 32 GB,1839.8,"5,5600",Black,40.0,2,16,Kingston
Kingston FURY Beast 64 GB,4140.0,"5,6000",White,36.0,2,32,Kingston
G.Skill Ripjaws V 128 GB,5199.8,"4,2666",Black,18.0,4,32,G.Skill
Corsair Vengeance 32 GB,3198.0,"5,7000",Gray,34.0,2,16,Corsair
G.Skill Trident Z5 RGB 32 GB,2799.8,"5,7200",Silver / Black,34.0,2,16,G.Skill
Crucial CT8G4DFD824A 8 GB,400.79,"4,2400",Green,17.0,1,8,Crucial
Kingston FURY Beast 32 GB,3014.8,"4,3200",Black,16.0,4,8,Kingston
Kingston FURY Impact 64 GB,3399.8,"5,5600",Black,40.0,2,32,Kingston
Crucial CT2K16G48C40S5 32 GB,1421.2,"5,4800",Black,40.0,2,16,Crucial
Kingston Fury Renegade RGB 96 GB,6399.8,"5,6000",Silver / Black,32.0,2,48,Kingston
Corsair Vengeance RGB Pro 32 GB,2033.4,"4,3000",Black,16.0,2,16,Corsair
Patriot Viper Elite II 16 GB,959.8,"4,4000",Red / Black,20.0,1,16,Patriot
Kingston FURY Beast 8 GB,898.8,"4,3600",Black,17.0,1,8,Kingston
Corsair Dominator Platinum RGB 16 GB,1919.8,"4,3600",Black,18.0,2,8,Corsair
Corsair Vengeance 48 GB,3599.8,"5,7000",Black,40.0,2,24,Corsair
G.Skill Trident Z5 RGB 96 GB,4799.8,"5,5600",Black,40.0,2,48,G.Skill
Corsair Vengeance LPX 16 GB,1039.8,"4,2933",Black / Yellow,16.0,2,8,Corsair
G.Skill Ripjaws S5 32 GB,1759.8,"5,5600",White,36.0,2,16,G.Skill
Kingston FURY Renegade 32 GB,3999.8,"5,7200",White / Silver,38.0,2,16,Kingston
Kingston KVR16N11/8 8 GB,487.2,"3,1600",Green,11.0,1,8,Kingston
Silicon Power SP032GBSVU560F22 32 GB,1499.8,"5,5600",Black,46.0,2,16,Silicon Power
TEAMGROUP Xtreem 32 GB,3799.8,"5,8000",Black,38.0,2,16,TeamGroup
G.Skill Ripjaws S5 96 GB,4799.8,"5,5600",Black,40.0,2,48,G.Skill
Corsair Vengeance RGB Pro SL 32 GB,2819.8,"4,3200",Black,16.0,2,16,Corsair
Corsair Vengeance RGB 32 GB,3019.8,"5,7000",Black / Silver,40.0,2,16,Corsair
TEAMGROUP T-Force Xtreem ARGB 16 GB,1059.8,"4,3600",White,18.0,2,8,TeamGroup
G.Skill Ripjaws V 32 GB,1399.6,"4,2666",Red,15.0,2,16,G.Skill
TEAMGROUP T-Create Expert 48 GB,3379.8,"5,7200",White,34.0,2,24,TeamGroup
G.Skill Zeta R5 Neo 192 GB,25599.8,"5,6400",Black,32.0,4,48,G.Skill
Corsair Vengeance 64 GB,3919.8,"5,6000",White / Gray,40.0,2,32,Corsair
Kingston FURY Beast 32 GB,4781.6,"5,6400",White,32.0,2,16,Kingston
G.Skill Flare X5 48 GB,9141.4,"5,6000",Black,30.0,2,24,G.Skill
TEAMGROUP T-Force Vulcan 64 GB,3379.8,"5,6000",Red,38.0,2,32,TeamGroup
Kingston FURY Beast RGB 32 GB,2399.79,"5,5200",Black,36.0,2,16,Kingston
Patriot Viper Elite II 8 GB,439.79,"4,3600",Red / Black,20.0,1,8,Patriot
Corsair Vengeance RGB Pro 128 GB,7130.8,"4,3600",Black,18.0,4,32,Corsair
TEAMGROUP T-Force Vulcan 32 GB,1799.8,"5,6400",Black,40.0,2,16,TeamGroup
G.Skill Trident Z RGB 256 GB,11599.8,"4,3200",Black,16.0,8,32,G.Skill
ADATA XPG GAMMIX D10 16 GB,1903.4,"4,3200",Black,16.0,2,8,ADATA
G.Skill Trident Z Royal 32 GB,1999.8,"4,3200",Silver,16.0,2,16,G.Skill
Corsair Dominator Platinum RGB 32 GB,3598.0,"5,6400",Black,32.0,2,16,Corsair
PNY XLR8 Gaming EPIC-X RGB 32 GB,1599.6,"4,3600",Black,18.0,2,16,PNY
TEAMGROUP T-Force Delta RGB 48 GB,3599.8,"5,7200",White,34.0,2,24,TeamGroup
Kingston FURY Beast RGB 64 GB,6890.6,"5,6000",White,30.0,2,32,Kingston
Patriot Viper Xtreme 5 RGB 32 GB,2599.8,"5,7800",Black,38.0,2,16,Patriot
Timetec PINNACLE Konduit RGB 32 GB,1119.8,"4,3200",White,16.0,1,32,Timetec
Silicon Power XPOWER Storm RGB 32 GB,1999.4,"5,7200",Black,34.0,2,16,Silicon Power
G.Skill Trident Z5 Neo 48 GB,4399.8,"5,8000",Black,40.0,2,24,G.Skill
Corsair Vengeance RGB 64 GB,3559.8,"5,5200",Gray,40.0,2,32,Corsair
Corsair Vengeance RGB Pro 16 GB,1719.8,"4,3000",Black,16.0,2,8,Corsair
Samsung M393A2G40EB1-CRC 16 GB,456.0,"4,2400",Black / Green,17.0,1,16,Samsung
G.Skill TridentZ RGB 32 GB,13550.4,"4,4000",Black,16.0,2,16,G.Skill
Corsair Dominator Platinum RGB 64 GB,5019.8,"5,6000",Black,40.0,2,32,Corsair
G.Skill Ripjaws X 16 GB,992.2,"3,1600",Black / Blue,9.0,2,8,G.Skill
Corsair Vengeance LPX 32 GB,2199.79,"4,3600",Black / Yellow,16.0,4,8,Corsair
TEAMGROUP T-Force DELTAα RGB 32 GB,1849.8,"5,6000",White,38.0,2,16,TeamGroup
Corsair Dominator Platinum RGB 32 GB,3760.8,"4,3600",Black,18.0,4,8,Corsair
TEAMGROUP T-Force Delta RGB 96 GB,6919.8,"5,6800",Black,36.0,2,48,TeamGroup
Corsair Vengeance RGB Pro SL 64 GB,4199.8,"4,3600",Black,18.0,4,16,Corsair
G.Skill Ripjaws S5 96 GB,3699.8,"5,5200",White,40.0,2,48,G.Skill
G.Skill Trident Z Neo 128 GB,9344.19,"4,3600",Black / Silver,16.0,4,32,G.Skill
Corsair Dominator Platinum RGB 32 GB,3894.4,"5,5600",Black,36.0,2,16,Corsair
Corsair CMV4GX4M1A2133C15 4 GB,375.6,"4,2133",Black,15.0,1,4,Corsair
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,3999.8,"5,5600",Black,28.0,2,32,G.Skill
Crucial CT4G4DFS8213 4 GB,351.0,"4,2133",Black / Green,15.0,1,4,Crucial
TEAMGROUP T-Force Delta RGB 16 GB,959.8,"5,5200",Black,40.0,2,8,TeamGroup
TEAMGROUP Xtreem ARGB 48 GB,3739.8,"5,7200",Black,34.0,2,24,TeamGroup
Patriot Viper Steel 16 GB,1615.0,"4,3733",Silver / Black,17.0,2,8,Patriot
ADATA XPG Lancer Blade 16 GB,1465.2,"5,6000",Black,30.0,1,16,ADATA
Corsair ValueSelect 8 GB,919.59,"4,2666",Black / Yellow,18.0,1,8,Corsair
Crucial CT16G56C46S5 16 GB,819.8,"5,5600",Black,46.0,1,16,Crucial
Corsair Vengeance 32 GB,2498.0,"5,6800",Black,40.0,2,16,Corsair
G.Skill Ripjaws V 16 GB,799.8,"4,2666",Black / Red,15.0,2,8,G.Skill
Kingston FURY Beast 16 GB,1379.6,"5,6000",Black,30.0,1,16,Kingston
Corsair Vengeance LPX 16 GB,1259.8,"4,2666",Black / Yellow,16.0,1,16,Corsair
OLOy MD4U082417BBSA 8 GB,399.6,"4,2400",Red / Black,17.0,1,8,OLOy
G.Skill Trident Z5 RGB 64 GB,4099.8,"5,6000",Black,32.0,2,32,G.Skill
TEAMGROUP T-Force Vulcan 32 GB,1659.8,"5,6000",Red,38.0,2,16,TeamGroup
Corsair Dominator Platinum RGB 64 GB,4219.8,"5,5200",White,40.0,2,32,Corsair
Kingston FURY Beast RGB 8 GB,899.8,"5,6000",Black,30.0,1,8,Kingston
G.Skill Trident Z5 Neo RGB 256 GB,16199.8,"5,6000",Black,36.0,4,64,G.Skill
Corsair Vengeance RGB 32 GB,2739.8,"5,6600",Black,38.0,2,16,Corsair
TEAMGROUP T-Force Delta RGB 32 GB,1759.8,"5,5200",Black,40.0,2,16,TeamGroup
G.Skill Trident Z RGB 64 GB,3199.8,"4,3200",Black,16.0,2,32,G.Skill
G.Skill Trident Z5 Neo 32 GB,1999.8,"5,6000",Black,36.0,2,16,G.Skill
ADATA XPG SPECTRIX D50 16 GB,2320.6,"4,3200",Black,16.0,2,8,ADATA
G.Skill NS 2 GB,254.0,"3,1333",Green,9.0,1,2,G.Skill
G.Skill Trident Z5 RGB 32 GB,2399.79,"5,6000",Black,30.0,2,16,G.Skill
TEAMGROUP T-Force Vulcan 64 GB,2999.8,"5,5200",Black,40.0,2,32,TeamGroup
G.Skill Ripjaws S5 96 GB,3699.8,"5,5200",Black,40.0,2,48,G.Skill
Timetec PINNACLE Konduit RGB 8 GB,399.79,"4,3200",White,16.0,1,8,Timetec
Corsair ValueSelect 4 GB,724.0,"3,1600",Black / Green,11.0,1,4,Corsair
Mushkin Silverline 8 GB,2462.8,"2,800",Gray / Silver,6.0,2,4,Mushkin
G.Skill Ripjaws V 64 GB,2799.8,"4,2666",Black,18.0,2,32,G.Skill
Crucial CT16G4WFD8213 16 GB,1081.8,"4,2133",Green,15.0,1,16,Crucial
Corsair Vengeance RGB 32 GB,2059.79,"5,5200",Black,40.0,2,16,Corsair
Corsair Vengeance RGB 32 GB,2379.79,"5,5600",Black,36.0,2,16,Corsair
PNY XLR8 Gaming MAKO EPIC-X RGB 32 GB,3245.6,"5,6000",Black,40.0,2,16,PNY
Patriot Viper 4 Blackout 16 GB,819.8,"4,3600",Black,18.0,2,8,Patriot
Kingston Server Premier 32 GB,3340.0,"5,5200",Green / Black,42.0,1,32,Kingston
G.Skill Ripjaws M5 RGB 96 GB,6399.8,"5,6400",Black,32.0,2,48,G.Skill
Patriot Viper Venom RGB 64 GB,3299.8,"5,5600",Black / White,40.0,2,32,Patriot
Silicon Power XPOWER Turbine RGB 16 GB,899.8,"4,3200",Silver / Black,16.0,2,8,Silicon Power
Corsair Vengeance LPX 64 GB,3292.8,"4,3000",Black,16.0,4,16,Corsair
Corsair Vengeance LPX 8 GB,739.8,"4,2400",Black / Yellow,14.0,1,8,Corsair
G.Skill Trident Z5 RGB 48 GB,3799.8,"5,7600",Black,38.0,2,24,G.Skill
Crucial CT2K64G56C46S5 128 GB,5599.8,"5,5600",Black,46.0,2,64,Crucial
TEAMGROUP T-Force Delta RGB 32 GB,2259.79,"5,6800",Black / Silver,34.0,2,16,TeamGroup
Corsair Dominator Platinum RGB 32 GB,3159.8,"4,4000",Black,18.0,2,16,Corsair
Kingston FURY Beast 64 GB,3799.8,"4,3200",Black,16.0,4,16,Kingston
Kingston Server Premier 16 GB,2199.79,"5,5200",Green / Black,42.0,1,16,Kingston
Kingston ValueRAM 4 GB,295.2,"4,3200",Green,22.0,1,4,Kingston
Kingston Fury Renegade RGB 32 GB,3139.8,"5,6000",Silver / Black,32.0,2,16,Kingston
Kingston FURY Renegade 48 GB,4332.2,"5,6400",Silver / Black,32.0,1,48,Kingston
G.Skill Flare X5 128 GB,7799.8,"5,6000",Black,36.0,2,64,G.Skill
Patriot Viper Venom RGB 64 GB,3699.8,"5,6000",Black / White,36.0,2,32,Patriot
ADATA XPG LANCER RGB 64 GB,6632.79,"5,6400",White,32.0,2,32,ADATA
TEAMGROUP T-Force Xtreem 48 GB,3639.8,"5,7200",Pink,34.0,2,24,TeamGroup
Corsair Vengeance RGB 64 GB,6399.8,"5,6400",Black / Gray,32.0,4,16,Corsair
Kingston FURY Beast 32 GB,4976.0,"5,6400",Black,32.0,1,32,Kingston
Corsair Dominator Platinum RGB 32 GB,3699.8,"5,6600",Black,32.0,2,16,Corsair
Patriot Viper Steel RGB 16 GB,1039.8,"4,3200",Black,18.0,2,8,Patriot
Kingston FURY Beast RGB 16 GB,1091.2,"5,5200",Black,36.0,1,16,Kingston
Kingston KVR1333D3N9/4G 4 GB,424.4,"3,1333",Green,9.0,1,4,Kingston
Corsair Dominator Platinum RGB 32 GB,3479.8,"5,6000",White,36.0,2,16,Corsair
G.Skill Ripjaws X 32 GB,1967.4,"3,1600",Black / Blue,9.0,4,8,G.Skill
G.Skill Trident Z5 Royal 48 GB,4399.8,"5,8000",Silver,40.0,2,24,G.Skill
Corsair Vengeance RGB Pro 16 GB,1659.8,"4,2666",Black,16.0,2,8,Corsair
Thermaltake TOUGHRAM RGB 16 GB,2275.8,"4,3200",White / Silver,16.0,2,8,Thermaltake
G.Skill Trident Z Neo 256 GB,16357.4,"4,3200",Black / Silver,16.0,8,32,G.Skill
Corsair Dominator Platinum RGB 32 GB,3439.8,"5,6000",Black,30.0,2,16,Corsair
Patriot Viper Elite II 16 GB,799.8,"4,3200",Red / Black,18.0,1,16,Patriot
Corsair Vengeance RGB 64 GB,4199.8,"5,6000",White / Black,40.0,2,32,Corsair
Kingston FURY Beast 128 GB,10506.4,"4,3200",Black,16.0,4,32,Kingston
Timetec PINNACLE Konduit 16 GB,619.79,"4,3200",White,16.0,1,16,Timetec
Crucial CT32G4RFD432A 32 GB,1299.6,"4,3200",Green / Black,22.0,1,32,Crucial
G.Skill Aegis 8 GB,780.0,"4,2133",Black / Red,15.0,1,8,G.Skill
Corsair Vengeance RGB 32 GB,3299.8,"5,7000",Black,36.0,2,16,Corsair
Kingston ValueRAM 4 GB,645.79,"2,800",Green,6.0,2,2,Kingston
TEAMGROUP T-Force Delta RGB 32 GB,2759.8,"5,7600",White / Silver,36.0,2,16,TeamGroup
Kingston FURY Beast 16 GB,1389.0,"5,6000",White,30.0,1,16,Kingston
G.Skill Trident Z5 RGB 48 GB,4999.8,"5,8200",White / Black,40.0,2,24,G.Skill
Patriot Viper Steel 32 GB,1599.6,"4,3200",Gray,16.0,1,32,Patriot
Kingston FURY Beast 64 GB,5308.2,"5,6400",Black,32.0,2,32,Kingston
Crucial CT8G4DFS8266 8 GB,390.0,"4,2666",Green / Black,19.0,1,8,Crucial
Corsair Dominator Platinum RGB 32 GB,2851.0,"4,3600",Black,18.0,2,16,Corsair
Patriot Viper Elite II 16 GB,839.8,"4,3600",Red / Black,20.0,1,16,Patriot
Corsair Vengeance 64 GB,6179.8,"5,6400",Black / Gray,32.0,4,16,Corsair
Crucial Ballistix Sport 16 GB,1999.4,"3,1600",Black / Silver,9.0,2,8,Crucial
Kingston FURY Beast RGB 8 GB,803.4,"5,5600",Black,40.0,1,8,Kingston
Crucial CT2K4G4DFS8266 8 GB,1469.6,"4,2666",Green,19.0,2,4,Crucial
G.Skill Trident Z5 64 GB,3800.0,"5,6000",Black / Silver,32.0,2,32,G.Skill
G.Skill Trident Z Neo 64 GB,3299.8,"4,3200",Black / Silver,16.0,2,32,G.Skill
Corsair Vengeance 32 GB,1699.8,"5,4800",Black / White,40.0,2,16,Corsair
Corsair Vengeance 48 GB,3478.39,"5,6400",Black / Gray,36.0,2,24,Corsair
Kingston FURY Beast RGB 32 GB,1999.8,"5,6400",White,32.0,2,16,Kingston
Corsair Dominator Platinum RGB 32 GB,3439.8,"5,6000",Black,30.0,2,16,Corsair
ADATA XPG CASTER RGB 32 GB,9499.0,"5,6400",Black / Silver,40.0,2,16,ADATA
PNY XLR8 Gaming EPIC-X RGB 8 GB,667.2,"4,3200",Black,16.0,1,8,PNY
Corsair Dominator Titanium 64 GB,6799.8,"5,6000",Black,36.0,4,16,Corsair
G.Skill Trident Z Neo 32 GB,9596.4,"4,3600",Black / Silver,14.0,2,16,G.Skill
G.Skill Trident Z5 Neo RGB 96 GB,4599.8,"5,5600",Black,40.0,2,48,G.Skill
TEAMGROUP T-Force Vulcan 64 GB,3319.8,"5,6000",Black,38.0,2,32,TeamGroup
TEAMGROUP Xtreem 32 GB,3099.8,"5,7600",Black,36.0,2,16,TeamGroup
G.Skill Ripjaws V 64 GB,3430.4,"4,3600",Black,16.0,4,16,G.Skill
TEAMGROUP T-Force Delta RGB 48 GB,4199.8,"5,7600",White,36.0,2,24,TeamGroup
Kingston FURY Renegade Pro 256 GB,43428.8,"5,6800",Black,34.0,8,32,Kingston
Corsair Vengeance RGB Pro SL 32 GB,2688.2,"4,3200",Black,16.0,2,16,Corsair
G.Skill Trident Z5 RGB 48 GB,3399.8,"5,6800",Black,34.0,2,24,G.Skill
Corsair Vengeance LPX 16 GB,1599.6,"4,4000",Black / Yellow,19.0,2,8,Corsair
Patriot Signature Premium 8 GB,559.79,"4,2666",Black,19.0,1,8,Patriot
Crucial CT2KIT12864BA160B 2 GB,19900.0,"3,1600",Black / Green,11.0,2,1,Crucial
G.Skill Trident Z RGB 96 GB,8855.0,"5,6400",Silver / Black,32.0,2,48,G.Skill
Corsair Vengeance RGB 64 GB,5519.8,"5,6200",Black / Silver,32.0,2,32,Corsair
TEAMGROUP Elite Plus 16 GB,799.8,"5,4800",Black,40.0,2,8,TeamGroup
Patriot Signature Line 16 GB,979.59,"5,4800",Black,40.0,2,8,Patriot
Corsair Vengeance LPX 8 GB,739.8,"4,2666",Black / Yellow,16.0,1,8,Corsair
Crucial CT2K8G4DFS8266 16 GB,730.0,"4,2666",Green,19.0,2,8,Crucial
Corsair Vengeance RGB Pro SL 32 GB,2865.2,"4,4000",Black,18.0,2,16,Corsair
G.Skill Ripjaws S5 64 GB,3199.8,"5,5600",Black,36.0,2,32,G.Skill
Corsair Vengeance LPX 16 GB,1479.6,"4,2666",Black,16.0,2,8,Corsair
Kingston FURY Beast RGB 32 GB,2932.6,"5,5600",Black,36.0,1,32,Kingston
Kingston FURY Beast 16 GB,1139.8,"4,3600",Black,18.0,1,16,Kingston
Kingston ValueRAM 8 GB,514.2,"4,2400",Green,17.0,1,8,Kingston
V-Color XSky RGB 32 GB,3299.8,"5,6000",Black,36.0,2,16,V-Color
Kingston FURY Beast RGB 64 GB,6708.8,"5,6000",Black,30.0,2,32,Kingston
Corsair Dominator Platinum RGB 32 GB,2819.8,"5,5200",White,40.0,2,16,Corsair
Kingston FURY Beast 64 GB,5199.8,"5,6400",White,32.0,2,32,Kingston
Corsair Vengeance 32 GB,2219.79,"5,5600",White / Gray,40.0,2,16,Corsair
TEAMGROUP T-Force Vulcan Z 16 GB,1323.0,"4,3200",Gray,16.0,1,16,TeamGroup
Corsair Dominator Platinum RGB 64 GB,4879.8,"4,3200",Black,16.0,4,16,Corsair
Crucial Ballistix Sport 8 GB,780.0,"4,2400",Gray / Silver,16.0,1,8,Crucial
G.Skill Trident Z5 Neo RGB 32 GB,3299.8,"5,8000",Silver / Black,38.0,2,16,G.Skill
TEAMGROUP T-Force Vulcan 64 GB,3719.8,"5,6400",Black,34.0,2,32,TeamGroup
Corsair Vengeance RGB 64 GB,3798.0,"5,5600",White / Gray,40.0,2,32,Corsair
G.Skill Flare X 32 GB,1910.4,"4,3200",Black,16.0,2,16,G.Skill
Kingston FURY Beast 32 GB,8443.79,"5,6000",Black,40.0,2,16,Kingston
G.Skill Trident Z RGB 64 GB,9100.59,"4,3200",Black,16.0,4,16,G.Skill
Patriot Viper Steel RGB 8 GB,499.79,"4,3200",Black,18.0,1,8,Patriot
G.Skill Ripjaws 32 GB,1659.8,"5,4800",Black / Silver,34.0,2,16,G.Skill
Corsair Vengeance RGB RS 64 GB,3682.4,"4,3200",Black / Gray,16.0,2,32,Corsair
G.Skill Ripjaws S5 64 GB,4099.8,"5,6000",Black,32.0,2,32,G.Skill
TEAMGROUP T-Force Vulcan 32 GB,2529.19,"5,5600",Black,32.0,2,16,TeamGroup
G.Skill Trident Z5 Neo 128 GB,8099.8,"5,6000",Black,36.0,2,64,G.Skill
Corsair Vengeance LPX 16 GB,959.8,"4,2666",White,16.0,2,8,Corsair
G.Skill Ripjaws V 16 GB,799.8,"4,3000",Red / Black,16.0,2,8,G.Skill
G.Skill Aegis 16 GB,719.8,"4,2666",Black / Red,19.0,1,16,G.Skill
Corsair Vengeance RGB 48 GB,3779.8,"5,6400",Black,36.0,2,24,Corsair
G.Skill Trident Z5 RGB 64 GB,5817.0,"5,5600",Black,36.0,2,32,G.Skill
Corsair Vengeance RGB Pro 16 GB,1939.8,"4,3000",Black,15.0,2,8,Corsair
Corsair Vengeance RGB Pro SL 32 GB,2199.79,"4,3600",Black,18.0,2,16,Corsair
TEAMGROUP Xtreem ARGB 32 GB,3799.8,"5,7600",Black,36.0,2,16,TeamGroup
Corsair Vengeance LPX 16 GB,1479.6,"4,2400",Black / Yellow,14.0,2,8,Corsair
TEAMGROUP Xtreem ARGB 32 GB,3999.8,"5,8000",Black,38.0,2,16,TeamGroup
Patriot Viper Venom RGB 32 GB,1979.8,"5,6400",Black / White,40.0,2,16,Patriot
G.Skill Trident X 32 GB,3694.0,"3,2400",Black / Red,10.0,4,8,G.Skill
Lexar Ares RGB 2nd Gen 48 GB,4199.8,"5,8000",Black,40.0,2,24,Lexar
TEAMGROUP Elite 16 GB,1019.8,"5,5200",Black,42.0,2,8,TeamGroup
Corsair Vengeance 8 GB,1695.0,"3,1600",Black / Blue,9.0,2,4,Corsair
Corsair CMV8GX4M1A2133C15 8 GB,699.8,"4,2133",Black,15.0,1,8,Corsair
G.Skill Ripjaws V 8 GB,479.79,"4,2666",Red / Black,19.0,1,8,G.Skill
G.Skill NS 4 GB,381.0,"3,1600",Black,11.0,1,4,G.Skill
Kingston ValueRAM 32 GB,2093.0,"5,5600",Green / Black,46.0,1,32,Kingston
PNY Performance 16 GB,4155.6,"5,4800",Black,40.0,1,16,PNY
ADATA XPG LANCER NEON RGB 32 GB,3144.2,"5,6400",Black,32.0,2,16,ADATA
Corsair Vengeance LPX 32 GB,1635.2,"4,2666",Black / Yellow,16.0,1,32,Corsair
G.Skill Trident Z Neo 32 GB,1799.8,"4,3200",Silver / Black,16.0,2,16,G.Skill
TEAMGROUP T-Force Delta RGB 32 GB,1859.8,"5,6200",Black,38.0,2,16,TeamGroup
TEAMGROUP T-Force Delta RGB 16 GB,1221.2,"4,3200",White,16.0,2,8,TeamGroup
Crucial CT8G4DFS832A 8 GB,575.2,"4,3200",Green / Black,22.0,1,8,Crucial
G.Skill Trident Z5 RGB 48 GB,4199.8,"5,8000",White / Black,40.0,2,24,G.Skill
Corsair Vengeance RGB RS 16 GB,1284.6,"4,3600",Black / Gray,18.0,2,8,Corsair
Corsair Vengeance RGB Pro 8 GB,1059.8,"4,3200",Black,16.0,1,8,Corsair
Corsair Vengeance RGB RT 32 GB,1899.8,"4,3600",White / Black,18.0,2,16,Corsair
Corsair Vengeance RGB 96 GB,5259.8,"5,5200",Black,38.0,2,48,Corsair
Silicon Power XPOWER Storm RGB 64 GB,3399.8,"5,6000",Gold,38.0,2,32,Silicon Power
TEAMGROUP T-Force Delta RGB 32 GB,2059.79,"5,5600",White,32.0,2,16,TeamGroup
Kingston FURY 32 GB,2048.4,"5,5600",White,40.0,1,32,Kingston
G.Skill Trident Z5 Royal 48 GB,4299.8,"5,7200",Gold,36.0,2,24,G.Skill
TEAMGROUP Elite 16 GB,739.8,"4,2666",Black,19.0,1,16,TeamGroup
Kingston FURY Beast RGB 32 GB,5580.0,"5,6000",Black,40.0,2,16,Kingston
Kingston Fury Renegade RGB 32 GB,4799.2,"5,8000",Silver / Black,38.0,2,16,Kingston
Crucial CT2K4G4DFS824A 8 GB,599.79,"4,2400",Green,17.0,2,4,Crucial
Timetec PINNACLE Konduit 32 GB,999.8,"4,3600",White,18.0,1,32,Timetec
ADATA XPG LANCER RGB 32 GB,2499.79,"5,5600",Black,36.0,2,16,ADATA
Crucial CT32G48C40S5 32 GB,1499.8,"5,4800",Black,40.0,1,32,Crucial
TEAMGROUP T-Force Delta RGB 48 GB,4299.8,"5,8000",Black,38.0,2,24,TeamGroup
TEAMGROUP T-Force Delta RGB 32 GB,2999.8,"5,7800",Black / Silver,38.0,2,16,TeamGroup
Kingston FURY 64 GB,4591.8,"5,6000",White,36.0,2,32,Kingston
Corsair Vengeance RGB Pro 32 GB,2819.8,"4,2666",Black,16.0,2,16,Corsair
Kingston FURY Beast 32 GB,2692.6,"5,6000",Black,30.0,1,32,Kingston
Corsair Vengeance LP 16 GB,1599.6,"3,1600",Black / Yellow,10.0,2,8,Corsair
Corsair Vengeance 32 GB,2299.79,"5,6600",Black / Silver,38.0,2,16,Corsair
Corsair Vengeance LPX 32 GB,2959.8,"4,2666",Black / Yellow,16.0,4,8,Corsair
TEAMGROUP T-Force Vulcan 16 GB,1059.8,"5,5200",Black,40.0,2,8,TeamGroup
V-Color TD48G26S819-VC 8 GB,379.6,"4,2666",Black,19.0,1,8,V-Color
G.Skill Ripjaws V 8 GB,1360.0,"4,3200",Black,16.0,2,4,G.Skill
Crucial CT102464BA160B 8 GB,360.0,"3,1600",Green,11.0,1,8,Crucial
G.Skill Trident Z5 RGB 32 GB,2399.79,"5,6000",White / Black,30.0,2,16,G.Skill
Crucial CT48G56C46S5 48 GB,2039.8,"5,5600",Black,46.0,1,48,Crucial
Crucial CT8G48C40S5 8 GB,419.79,"5,4800",Black,40.0,1,8,Crucial
G.Skill Trident Z5 RGB 32 GB,3876.39,"5,7800",Silver / Black,36.0,2,16,G.Skill
Crucial CT2K102464BD186D 16 GB,585.79,"3,1866",Green / Black,13.0,2,8,Crucial
G.Skill Trident Z5 RGB 32 GB,3308.8,"5,6600",Black,34.0,2,16,G.Skill
Kingston FURY Beast RGB 16 GB,1215.59,"5,5600",Black,36.0,1,16,Kingston
G.Skill NT 4 GB,600.6,"4,2133",Black,15.0,1,4,G.Skill
Kingston FURY Renegade 16 GB,3159.8,"5,7200",White / Silver,38.0,1,16,Kingston
G.Skill Trident Z5 RGB 48 GB,3899.8,"5,7200",White / Black,36.0,2,24,G.Skill
Kingston KSM48E40BD8KM-32HM 32 GB,4999.8,"5,4800",Green,40.0,1,32,Kingston
TEAMGROUP Elite 16 GB,1019.8,"5,6000",Black,48.0,1,16,TeamGroup
Kingston FURY Beast RGB 16 GB,1965.2,"5,6000",White,30.0,1,16,Kingston
Kingston FURY Beast 32 GB,1991.2,"5,5600",Black / Silver,36.0,1,32,Kingston
ADATA AD5U480016G-DT 32 GB,2797.4,"5,4800",Black,40.0,2,16,ADATA
