name,price,speed,color,cas_latency,module_count,module_capacity_gb,brand
Patriot Viper Xtreme 4 GB,1339.6,"3,2000",Black / Silver,9.0,2,2,Patriot
Kingston KVR1333D3N9K2/8G 8 GB,990.0,"3,1333",Green,9.0,2,4,Kingston
Kingston KVR1333D3S8N9/2G 2 GB,488.4,"3,1333",Green,9.0,1,2,Kingston
G.Skill Ripjaws Z 32 GB,2591.39,"3,1600",Black / Red,9.0,8,4,G.Skill
G.Skill Ares 8 GB,703.4,"3,1600",Black / Orange,9.0,2,4,G.Skill
Kingston KVR16N11S6/2 2 GB,1925.2,"3,1600",Black / Green,11.0,1,2,Kingston
Mushkin Essentials 32 GB,2567.6,"4,2133",Black / Green,15.0,2,16,Mushkin
Crucial CT8G4WFS824A 8 GB,2128.4,"4,2400",Green,17.0,1,8,Crucial
Crucial CT16G4TFD8266 16 GB,1799.8,"4,2666",Green / Black,19.0,1,16,Crucial
Mushkin Silverline 32 GB,2279.79,"4,3200",Silver,22.0,1,32,Mushkin
Thermaltake TOUGHRAM XG RGB 64 GB,10899.6,"4,3600",White / Silver,18.0,2,32,Thermaltake
Corsair WS 64 GB,10079.79,"5,5600",Black / Green,40.0,4,16,Corsair
Kingston FURY Renegade Pro 256 GB,30080.0,"5,5600",Black,36.0,8,32,Kingston
TEAMGROUP Xtreem ARGB 32 GB,2399.79,"5,6400",White,32.0,2,16,TeamGroup
Kingston FURY 32 GB,2043.6,"5,5200",White,40.0,1,32,Kingston
G.Skill Ripjaws 16 GB,844.0,"4,2400",Black,16.0,2,8,G.Skill
Crucial CT16G4RFD424A 16 GB,779.8,"4,2400",Green / Black,17.0,1,16,Crucial
Patriot Viper Steel 16 GB,779.8,"4,2400",Black,18.0,1,16,Patriot
Kingston FURY Impact 32 GB,4046.6,"4,2666",Black,16.0,1,32,Kingston
TEAMGROUP T-Create Master 64 GB,9019.79,"5,6400",Black,32.0,4,16,TeamGroup
G.Skill Ares 8 GB,785.8,"3,2400",Black / Blue,11.0,2,4,G.Skill
G.Skill Aegis 16 GB,1367.8,"4,2133",Black / Red,15.0,4,4,G.Skill
VisionTek 900848 16 GB,3100.8,"3,1600",Green / Black,11.0,1,16,VisionTek
Mushkin Redline 16 GB,1153.0,"4,3600",White,16.0,2,8,Mushkin
Mushkin Redline Lumina 16 GB,1419.6,"4,2666",Black,16.0,2,8,Mushkin
Kingston ValueRAM 1 GB,607.2,"2,800",Green,5.0,1,1,Kingston
G.Skill Ripjaws X 16 GB,2440.4,"3,1866",Black / Red,9.0,4,4,G.Skill
Crucial CT32G3ELSDQ4186D 32 GB,1179.8,"3,1866",Blue / Silver,11.0,1,32,Crucial
Kingston KVR16E11S8/4 4 GB,578.2,"3,1600",Green,11.0,1,4,Kingston
Corsair Vengeance Performance 8 GB,679.8,"4,2400",Black / Yellow,16.0,1,8,Corsair
G.Skill Trident Z 16 GB,2980.0,"4,4266",Silver / Red,19.0,2,8,G.Skill
G.Skill Trident Z Royal 64 GB,4980.0,"4,2666",Silver,18.0,2,32,G.Skill
G.Skill Ripjaws V 64 GB,11380.0,"4,4000",Black,15.0,8,8,G.Skill
V-Color TRA548G64D832Q 192 GB,25999.8,"5,6400",White,32.0,4,48,V-Color
G.Skill Zeta R5 Neo 64 GB,15267.8,"5,6000",Black,30.0,4,16,G.Skill
Corsair XMS2 4 GB,2100.0,"2,800",Black / White,5.0,2,2,Corsair
Corsair XMS2 2 GB,599.0,"2,800",Black / White,5.0,2,1,Corsair
Crucial CT25664BA1067 2 GB,399.6,"3,1066",Green,7.0,1,2,Crucial
Patriot Extreme Performance 4 GB,1863.4,"2,800",Black / Green,5.0,2,2,Patriot
"Patriot Viper Xtreme Series, Division 2 4 GB",1046.4,"3,1600",Black / Silver,8.0,2,2,Patriot
Kingston KVR1333D3N9K3/12G 12 GB,1799.8,"3,1333",Green,9.0,3,4,Kingston
Patriot Signature 4 GB,1768.0,"3,1333",Green,9.0,1,4,Patriot
Kingston Value 1 GB,459.79,"2,400",Green,3.0,1,1,Kingston
G.Skill Ripjaws Z 32 GB,3920.2,"3,2133",Black / Blue,9.0,8,4,G.Skill
Mushkin Essentials 4 GB,530.79,"3,1600",Green,11.0,2,2,Mushkin
Kingston KHX1600C9D3LK2/8GX 8 GB,999.8,"3,1600",Green / Silver,9.0,2,4,Kingston
G.Skill Ripjaws X 8 GB,547.6,"3,1600",Black / Blue,9.0,1,8,G.Skill
"Patriot Viper Xtreme Series, Division 4 16 GB",4400.0,"3,2133",Black / Silver,11.0,4,4,Patriot
G.Skill NS 4 GB,387.8,"3,1333",Black,9.0,1,4,G.Skill
Crucial CT2K2G3S1067M 4 GB,719.8,"3,1066",Black / Green,7.0,2,2,Crucial
G.Skill Value 16 GB,1364.4,"4,2133",Black,15.0,4,4,G.Skill
Crucial CT4G4RFS8213 4 GB,999.8,"4,2133",Black / Green,15.0,1,4,Crucial
Kingston KVR1333D3N9K4/32G 32 GB,2942.0,"3,1333",Green,9.0,4,8,Kingston
Crucial CT2K102464BF186D 16 GB,573.6,"3,1866",Black / Green,13.0,2,8,Crucial
Kingston KCP313NS8/4 4 GB,593.4,"3,1333",Black / Green,9.0,1,4,Kingston
G.Skill Trident Z RGB 32 GB,6980.0,"4,4000",Black,17.0,4,8,G.Skill
G.Skill Trident Z Royal 16 GB,4180.0,"4,3600",Silver,16.0,2,8,G.Skill
G.Skill Trident Z 16 GB,2980.0,"4,4133",Silver / Red,19.0,2,8,G.Skill
Mushkin Redline 16 GB,1435.6,"4,3200",Red / Silver,16.0,2,8,Mushkin
Antec Katana RGB 16 GB,2001.4,"4,3200",Black,16.0,2,8,Antec
TEAMGROUP T-Force Xtreem ARGB 16 GB,1962.4,"4,3200",White,16.0,2,8,TeamGroup
Mushkin Redline Lumina 32 GB,3013.6,"4,3600",White,18.0,2,16,Mushkin
Mushkin Redline Lumina 16 GB,1147.39,"4,3600",White,18.0,2,8,Mushkin
G.Skill F4-3600C16Q2-64GTZKK 64 GB,8516.2,"4,3600",Black,16.0,8,8,G.Skill
Thermaltake TOUGHRAM XG RGB 16 GB,3499.6,"4,4000",Black / Silver,19.0,2,8,Thermaltake
G.Skill Zeta R5 64 GB,12424.2,"5,6400",Black / White,32.0,4,16,G.Skill
G.Skill Ripjaws S5 48 GB,4065.6,"5,6000",Black,40.0,2,24,G.Skill
Samsung M393B1G70BH0-CK0 8 GB,519.79,"3,1600",Green,11.0,1,8,Samsung
Silicon Power SP064GBLVU560FD2AD 64 GB,3744.6,"5,5600",Black,46.0,2,32,Silicon Power
V-Color TRA548G68D834Q 192 GB,33399.8,"5,6800",White,34.0,4,48,V-Color
Kingston FURY Renegade 16 GB,2119.6,"5,7600",Silver / White,38.0,1,16,Kingston
Corsair WS 128 GB,18859.8,"5,5600",Black / Green,40.0,4,32,Corsair
Kingston FURY Renegade Pro 128 GB,20700.0,"5,6400",Black,32.0,4,32,Kingston
Kingston FURY Renegade Pro 128 GB,29568.0,"5,5600",Black,28.0,8,16,Kingston
Kingston FURY Renegade Pro 256 GB,36860.0,"5,6400",Black,32.0,8,32,Kingston
Kingston FURY Impact 32 GB,1400.0,"4,3200",Black,20.0,1,32,Kingston
Crucial CT2K16G4SFD8266 32 GB,1700.0,"4,2666",Green / Black,19.0,2,16,Crucial
Corsair ValueSelect 16 GB,1379.6,"4,2133",Black / Yellow,15.0,2,8,Corsair
Mushkin Redline 96 GB,4799.8,"5,5600",Black,46.0,2,48,Mushkin
Kingston FURY Impact 8 GB,759.8,"5,4800",Black,38.0,1,8,Kingston
Kingston FURY Impact 16 GB,1084.59,"5,4800",Black,38.0,1,16,Kingston
Samsung M393B2G70DB0-CMA 16 GB,675.8,"3,1866",Black / Green,13.0,1,16,Samsung
Corsair Vengeance 16 GB,1779.8,"3,1600",Black / Silver,9.0,2,8,Corsair
Crucial CT2KIT102464BF160B 16 GB,500.0,"3,1600",Green,11.0,2,8,Crucial
G.Skill Ripjaws 32 GB,1599.8,"5,4800",Black / Silver,40.0,2,16,G.Skill
Corsair Vengeance Performance 8 GB,879.59,"4,2666",Black / Yellow,18.0,1,8,Corsair
G.Skill Ripjaws V 16 GB,3299.0,"4,2666",Blue,15.0,2,8,G.Skill
Kingston KCP424SD8/16 16 GB,839.8,"4,2400",Green / Black,17.0,1,16,Kingston
Kingston ValueRAM 16 GB,1175.59,"4,2400",Green / Black,17.0,1,16,Kingston
G.Skill Trident Z Neo 32 GB,1852.8,"4,3000",Silver / Black,16.0,2,16,G.Skill
Corsair XMS2 2 GB,1499.0,"2,800",Black / Purple,4.0,2,1,Corsair
G.Skill Ripjaws 4 GB,343.2,"3,1333",Black / Red,9.0,1,4,G.Skill
Patriot Viper Xtreme Division 4 8 GB,3000.0,"3,1866",Black / Silver,9.0,4,2,Patriot
Corsair Vengeance 8 GB,1785.2,"3,2133",Black / Red,9.0,2,4,Corsair
Kingston ValueRAM 16 GB,1199.8,"4,2133",Green,15.0,1,16,Kingston
Mushkin Redline Lumina 16 GB,1333.8,"4,4133",Black,19.0,2,8,Mushkin
Silicon Power SP032GBLVU560F22 32 GB,2181.19,"5,5600",Black,46.0,2,16,Silicon Power
Corsair WS 64 GB,11239.8,"5,6400",Black,32.0,4,16,Corsair
TEAMGROUP T-Create Classic 64 GB,3599.8,"5,5600",Black,46.0,2,32,TeamGroup
V-Color TRA532G60S432Q 128 GB,17279.8,"5,6000",White,32.0,4,32,V-Color
Kingston Fury Renegade RGB 32 GB,3778.2,"5,6400",Silver / White,32.0,1,32,Kingston
Kingston FURY Renegade Pro 32 GB,4602.2,"5,6400",Black,32.0,1,32,Kingston
Kingston FURY Renegade Pro 32 GB,5694.4,"5,6800",Black,34.0,1,32,Kingston
Corsair XMS2 2 GB,1898.0,"2,800",Black / Purple,4.0,2,1,Corsair
Corsair XMS2 4 GB,1015.4,"2,800",Black / Blue,5.0,2,2,Corsair
Crucial CT2KIT12864AA800 2 GB,499.79,"2,800",Green,6.0,2,1,Crucial
Kingston ValueRAM 2 GB,347.8,"2,667",Green,5.0,1,2,Kingston
G.Skill Ripjaws 4 GB,402.0,"3,1600",Black / Red,9.0,1,4,G.Skill
Patriot Viper Xtreme 8 GB,1905.8,"3,2000",Black / Silver,9.0,2,4,Patriot
G.Skill Value 8 GB,407.6,"3,1333",Black,9.0,1,8,G.Skill
Corsair CMV8GX3M2A1600C11 8 GB,1059.59,"3,1600",Green,11.0,2,4,Corsair
Kingston KVR13N9S8K2/8 8 GB,999.8,"3,1333",Green,9.0,2,4,Kingston
Corsair Mac Memory 4 GB,317.39,"3,1333",Black / Green,9.0,1,4,Corsair
G.Skill FA-1333C9Q-32GSQ 32 GB,1618.19,"3,1333",Black / Green,9.0,4,8,G.Skill
Patriot Viper 4 8 GB,1193.59,"4,2800",Black / Red,16.0,2,4,Patriot
G.Skill Ripjaws 4 GB,423.6,"4,2666",Black / Blue,18.0,1,4,G.Skill
Crucial CT102472BD160B 8 GB,842.6,"3,1600",Black / Green,11.0,1,8,Crucial
G.Skill Sniper X 32 GB,2029.8,"4,2400",Black / Camo,17.0,2,16,G.Skill
G.Skill Sniper X 16 GB,7863.4,"4,3400",Camo / Black,16.0,2,8,G.Skill
Corsair Vengeance RGB Pro 64 GB,7960.0,"4,3600",Black,18.0,4,16,Corsair
Kingston KSM24RS8/8MEI 8 GB,964.59,"4,2400",Green / Black,17.0,1,8,Kingston
Kingston KCP426NS6/4 4 GB,424.6,"4,2666",Green / Black,19.0,1,4,Kingston
Thermaltake TOUGHRAM 16 GB,2512.4,"4,3600",Black / Silver,18.0,2,8,Thermaltake
Thermaltake TOUGHRAM 16 GB,3999.8,"4,4400",White / Silver,19.0,2,8,Thermaltake
G.Skill Trident Z Royal 128 GB,7761.0,"4,3200",Silver,16.0,4,32,G.Skill
Kingston KSM24ED8/16ME 16 GB,1580.0,"4,2400",Green / Black,17.0,1,16,Kingston
G.Skill Trident Z RGB 32 GB,4980.0,"4,3733",Black,17.0,2,16,G.Skill
G.Skill Ripjaws V 32 GB,4211.8,"4,4000",Red,17.0,4,8,G.Skill
G.Skill Zeta R5 128 GB,18599.8,"5,6400",Black / White,32.0,8,16,G.Skill
Kingston FURY Renegade Pro 16 GB,3180.4,"5,6800",Black,34.0,1,16,Kingston
Kingston FURY Renegade Pro 16 GB,4281.2,"5,5600",Black,38.0,1,16,Kingston
Kingston FURY Renegade Pro 32 GB,4474.59,"5,6000",Black,32.0,1,32,Kingston
Kingston FURY Renegade Pro 64 GB,9645.0,"5,6000",Black,32.0,4,16,Kingston
Kingston FURY Renegade Pro 128 GB,20600.0,"5,6400",Black,32.0,8,16,Kingston
V-Color TRA524G70S834O 192 GB,38199.8,"5,7000",Black,34.0,8,24,V-Color
V-Color TRA524G56S836O 192 GB,24759.8,"5,5600",Black,36.0,8,24,V-Color
Mushkin Essentials 16 GB,805.2,"4,2666",Green / Black,19.0,1,16,Mushkin
Kingston FURY Beast 16 GB,2660.4,"5,6400",White,32.0,1,16,Kingston
Kingston FURY Impact 64 GB,3719.8,"5,4800",Black,38.0,2,32,Kingston
Lexar LD4AS008G-B3200GSST 8 GB,1215.0,"4,3200",Black,22.0,1,8,Lexar
Kingston KVR26S19D8/16 16 GB,875.8,"4,2666",Green / Black,19.0,1,16,Kingston
Patriot Signature Line 8 GB,539.79,"4,2133",Green,15.0,1,8,Patriot
Kingston FURY Renegade Pro 16 GB,2330.8,"5,5600",Black,36.0,1,16,Kingston
Crucial CT32G4LFD424A 32 GB,1439.6,"4,2400",Green / Black,17.0,1,32,Crucial
Patriot Viper Steel RGB 32 GB,1719.8,"4,3200",Black,18.0,1,32,Patriot
Mushkin Redline 64 GB,2870.6,"5,4800",Black,40.0,2,32,Mushkin
Crucial CT2KIT51264BF160BJ 8 GB,1079.8,"3,1600",Black / Green,11.0,2,4,Crucial
Kingston KVR400D2D4R3/4G 4 GB,579.79,"2,400",Green,3.0,1,4,Kingston
Patriot Signature Line 64 GB,5105.0,"4,3200",Black,22.0,2,32,Patriot
Corsair Dominator Platinum 8 GB,3040.8,"3,2666",Black / Silver,11.0,2,4,Corsair
Crucial Ballistix Sport 32 GB,3299.8,"3,1600",Black / Silver,9.0,4,8,Crucial
Crucial CT32G4LFQ4213 32 GB,1650.0,"4,2133",Black / Green,15.0,1,32,Crucial
Crucial CT51264BF160B 4 GB,219.8,"3,1600",Black / Green,11.0,1,4,Crucial
Corsair Vengeance Performance 64 GB,5243.6,"4,2666",Black / Yellow,18.0,4,16,Corsair
Corsair Vengeance 8 GB,703.0,"4,2666",Black / Yellow,18.0,2,4,Corsair
G.Skill Trident Z RGB 32 GB,6980.0,"4,4000",Black,18.0,4,8,G.Skill
TEAMGROUP Elite 16 GB,919.8,"4,2666",Black,19.0,2,8,TeamGroup
G.Skill Trident Z 16 GB,2380.0,"4,4000",Silver / White,18.0,2,8,G.Skill
G.Skill Trident Z5 RGB 32 GB,2399.79,"5,6600",White / Black,34.0,2,16,G.Skill
Mushkin Silverline 16 GB,1176.4,"4,2400",Silver,17.0,1,16,Mushkin
G.Skill Ripjaws 32 GB,1699.8,"5,4800",Black / Silver,38.0,2,16,G.Skill
Kingston FURY Renegade 32 GB,2975.4,"5,6400",Silver / White,32.0,1,32,Kingston
Crucial CT2KIT25664BA1339 4 GB,499.79,"3,1333",Green,9.0,2,2,Crucial
Kingston ValueRAM 2 GB,339.6,"3,1066",Green,7.0,1,2,Kingston
Kingston ValueRAM 1 GB,499.0,"2,533",Green,4.0,1,1,Kingston
Kingston ValueRAM 1 GB,468.0,"2,533",Green,4.0,1,1,Kingston
OCZ Value 1 GB,699.0,"2,667",Green,5.0,1,1,OCZ
G.Skill Ripjaws 8 GB,581.19,"3,1333",Black / Red,9.0,2,4,G.Skill
Crucial CT51264BD1339 4 GB,522.2,"3,1333",Green,9.0,1,4,Crucial
G.Skill Sniper Gaming 16 GB,1993.19,"3,2133",Black / Red,9.0,4,4,G.Skill
Corsair Vengeance 4 GB,519.79,"3,1600",Black / Yellow,9.0,1,4,Corsair
Corsair CMV8GX3M1A1333C9 8 GB,939.59,"3,1333",Green,9.0,1,8,Corsair
Patriot Signature 8 GB,938.4,"3,1333",Blue / Silver,9.0,1,8,Patriot
Corsair Dominator Platinum 16 GB,5767.79,"3,2666",Black / Silver,11.0,4,4,Corsair
Crucial CT51264BA1339J 4 GB,487.4,"3,1333",Black / Green,9.0,1,4,Crucial
G.Skill Ripjaws 4 8 GB,755.0,"4,2400",Red,15.0,2,4,G.Skill
Crucial CT8G3ERSLD4160B 8 GB,339.6,"3,1600",Green,11.0,1,8,Crucial
Kingston KVR16E11/8 8 GB,626.79,"3,1600",Green,11.0,1,8,Kingston
Mushkin Essentials 8 GB,552.4,"4,2133",Black / Green,15.0,1,8,Mushkin
Crucial CT2K51264BD160BJ 8 GB,660.0,"3,1600",Black / Green,11.0,2,4,Crucial
G.Skill Trident Z 32 GB,2584.4,"4,3200",Red / Silver,16.0,4,8,G.Skill
Kingston HyperX Savage 8 GB,1352.2,"4,2133",Black / White,13.0,2,4,Kingston
Samsung M471B5273DH0-CH9 4 GB,519.6,"3,1333",Black / Green,9.0,1,4,Samsung
Corsair ValueSelect 8 GB,1126.4,"4,2133",Black / Yellow,15.0,2,4,Corsair
Kingston KCP316NS8/4 4 GB,503.2,"3,1600",Black / Green,11.0,1,4,Kingston
Crucial CT51272BA186DJ 4 GB,799.8,"3,1866",Black / Green,13.0,1,4,Crucial
Kingston KTD-PE426S8/8G 8 GB,1177.0,"4,2666",Green / Black,19.0,1,8,Kingston
G.Skill Ripjaws V 64 GB,4980.0,"4,3600",Red / Black,19.0,4,16,G.Skill
Corsair Vengeance LPX 32 GB,3747.0,"4,3333",Black / Yellow,16.0,4,8,Corsair
G.Skill Trident Z Royal 16 GB,4180.0,"4,4400",Silver,18.0,2,8,G.Skill
G.Skill Trident Z 16 GB,3780.0,"4,3466",Silver / White,16.0,2,8,G.Skill
Mushkin Essentials 32 GB,1603.4,"4,2666",Green / Black,19.0,1,32,Mushkin
G.Skill Trident Z5 RGB 32 GB,2483.4,"5,5600",Silver / Black,40.0,2,16,G.Skill
G.Skill Trident Z5 32 GB,2443.19,"5,5600",Black,40.0,2,16,G.Skill
Corsair Dominator Platinum RGB 32 GB,3667.6,"4,3200",Black,16.0,4,8,Corsair
V-Color XSky RGB 32 GB,3499.8,"5,6200",Black,36.0,2,16,V-Color
Mushkin Silverline 8 GB,1903.4,"4,2133",Silver,15.0,1,8,Mushkin
Patriot Signature Line 8 GB,499.79,"5,4800",Black,46.0,1,8,Patriot
Kingston FURY Renegade 16 GB,1982.6,"5,6000",White / Silver,32.0,1,16,Kingston
Kingston KTD-PE426E/8G 8 GB,979.8,"4,2666",Green,19.0,1,8,Kingston
TEAMGROUP T-Create Master 128 GB,19999.8,"5,6400",Black,32.0,8,16,TeamGroup
V-Color TRA516G72S834Q 64 GB,15919.8,"5,7200",White,34.0,4,16,V-Color
V-Color TRA532G56S436Q 128 GB,15919.8,"5,5600",White,36.0,4,32,V-Color
V-Color TRA532G64D832Q 128 GB,21119.8,"5,6400",White,32.0,4,32,V-Color
V-Color TRA548G56D846Q 192 GB,25999.8,"5,5600",White,46.0,4,48,V-Color
Kingston FURY Renegade Pro 16 GB,4300.0,"5,6400",Black,32.0,1,16,Kingston
Kingston FURY Renegade Pro 64 GB,11380.0,"5,6400",Black,32.0,4,16,Kingston
Kingston FURY Renegade Pro 64 GB,13980.0,"5,6800",Black,48.0,4,16,Kingston
Kingston FURY Renegade Pro 128 GB,18780.0,"5,6000",Black,32.0,8,16,Kingston
Corsair Vengeance Performance 16 GB,1339.6,"4,2666",Black / Yellow,18.0,2,8,Corsair
Crucial CT16G4RFD4266 16 GB,699.8,"4,2666",Green / Black,19.0,1,16,Crucial
Crucial CT16G4RFD4213 16 GB,659.4,"4,2133",Black / Green,15.0,1,16,Crucial
Patriot Signature 8 GB,379.6,"3,1600",Black,11.0,1,8,Patriot
Crucial CT204864BF160B 16 GB,2779.4,"3,1600",Black / Green,11.0,1,16,Crucial
Kingston KTH-PL426/32G 32 GB,1496.6,"4,2666",Green / Black,19.0,1,32,Kingston
Crucial CT4G3S1339M 4 GB,379.0,"3,1333",Black / Green,9.0,1,4,Crucial
G.Skill Ripjaws 4 GB,356.0,"4,2133",Black / Blue,15.0,1,4,G.Skill
Crucial CT16G3ERVLD4160B 16 GB,779.8,"3,1333",Green / Black,11.0,1,16,Crucial
Samsung M393A1G40EB1-CPB 8 GB,508.8,"4,2133",Green / Black,15.0,1,8,Samsung
Kingston Server Premier 32 GB,1980.0,"4,2666",Green / Black,19.0,1,32,Kingston
G.Skill F3-12800CL9D-8GBSQ 8 GB,485.4,"3,1600",Green,9.0,2,4,G.Skill
G.Skill F3-12800CL11D-8GBSQ 8 GB,469.4,"3,1600",Green,11.0,2,4,G.Skill
Corsair CMSO16GX3M2A1333C9 16 GB,1699.6,"3,1333",Green,9.0,2,8,Corsair
Mushkin Essentials 8 GB,428.2,"3,1600",Green,11.0,2,4,Mushkin
Crucial CT2K8G3S1339M 16 GB,1599.6,"3,1333",Green,9.0,2,8,Crucial
G.Skill F3-1600C9D-8GSL 8 GB,500.79,"3,1600",Green,9.0,2,4,G.Skill
Crucial CT4G3S1067M 4 GB,565.4,"3,1066",Black / Green,7.0,1,4,Crucial
Crucial CT8G3S1339M 8 GB,627.6,"3,1333",Black / Green,9.0,1,8,Crucial
Crucial CT51264BF160BJ 4 GB,341.4,"3,1600",Black / Green,11.0,1,4,Crucial
Crucial CT8G4RFD824A 8 GB,2550.2,"4,2400",Green / Black,17.0,1,8,Crucial
Kingston KTH-PL426D8/16G 16 GB,828.4,"4,2666",Green / Black,19.0,1,16,Kingston
Kingston ValueRAM 16 GB,976.4,"4,2400",Green / Black,17.0,1,16,Kingston
G.Skill Ripjaws 8 GB,560.4,"4,2666",Green,19.0,1,8,G.Skill
G.Skill Trident Z Royal 32 GB,6980.0,"4,4000",Silver,17.0,4,8,G.Skill
G.Skill Trident Z Royal 16 GB,4577.39,"4,4000",Silver,18.0,2,8,G.Skill
Patriot Viper Steel 16 GB,799.8,"4,2666",Silver / Black,18.0,1,16,Patriot
Mushkin Redline 16 GB,1349.0,"4,4000",White,18.0,2,8,Mushkin
Corsair Dominator Platinum RGB 16 GB,2168.0,"4,3200",White,16.0,2,8,Corsair
Thermaltake TOUGHRAM XG RGB 64 GB,10799.8,"4,3600",Black / Silver,18.0,2,32,Thermaltake
Thermaltake TOUGHRAM XG RGB 16 GB,2875.8,"4,4000",White / Silver,19.0,2,8,Thermaltake
TEAMGROUP Elite 32 GB,1399.6,"5,4800",Black,40.0,2,16,TeamGroup
Kingston KTD-PE426D8/16G 16 GB,1830.0,"4,2666",Green,19.0,1,16,Kingston
V-Color TRA524G64S832Q 96 GB,14399.8,"5,6400",White,32.0,4,24,V-Color
Kingston FURY Renegade 32 GB,4523.6,"5,6000",Silver / White,32.0,1,32,Kingston
G.Skill Zeta R5 Neo 64 GB,15899.8,"5,6400",Black,32.0,4,16,G.Skill
Kingston FURY Renegade Pro 16 GB,2504.79,"5,6000",Black,32.0,1,16,Kingston
V-Color TRA516G72S834O 128 GB,32439.8,"5,7200",Black,34.0,8,16,V-Color
V-Color TRA532G60S432O 256 GB,34359.8,"5,6000",Black,32.0,8,32,V-Color
Crucial CT12864AA667 1 GB,380.0,"2,667",Green,5.0,1,1,Crucial
Kingston ValueRAM 4 GB,619.79,"3,1333",Green,9.0,2,2,Kingston
Crucial CT2KIT51272AF667 8 GB,1179.8,"2,667",Green,5.0,2,4,Crucial
G.Skill F3-12800CL9D-4GBNQ 4 GB,1240.0,"3,1600",Red / Silver,9.0,2,2,G.Skill
Patriot Gamer 6 GB,1609.4,"3,1600",Black / Green,9.0,3,2,Patriot
Patriot Viper II Sector 7 Edition 12 GB,3531.6,"3,1600",Black / Blue,8.0,3,4,Patriot
Crucial CT51264BA1339 4 GB,340.0,"3,1333",Black / Green,9.0,1,4,Crucial
G.Skill Ripjaws 8 GB,638.8,"3,1066",Black / Red,7.0,2,4,G.Skill
G.Skill Ripjaws X 4 GB,999.59,"3,1333",Black / Red,9.0,2,2,G.Skill
Patriot Gamer 2 4 GB,981.8,"3,1333",Black / Blue,9.0,2,2,Patriot
Patriot Gamer 2 4 GB,1073.19,"3,1600",Black / Blue,9.0,2,2,Patriot
Mushkin Essentials 4 GB,552.4,"3,1333",Green,9.0,2,2,Mushkin
G.Skill F3-8500CL7D-8GBSQ 8 GB,3639.8,"3,1066",Green,7.0,2,4,G.Skill
Kingston ValueRAM 1 GB,815.4,"2,533",Green,4.0,1,1,Kingston
Kingston KVR800D2S6/2G 2 GB,234.8,"2,800",Green,6.0,1,2,Kingston
Mushkin 991643 2 GB,338.6,"3,1066",Green,7.0,1,2,Mushkin
Corsair Vengeance 16 GB,5197.79,"3,1600",Black / Blue,9.0,4,4,Corsair
Mushkin 991556 2 GB,399.6,"2,667",Green,5.0,1,2,Mushkin
Crucial CT2KIT102464BF1339 16 GB,1399.6,"3,1333",Green,9.0,2,8,Crucial
Kingston Value 4 GB,491.2,"3,1333",Green,9.0,1,4,Kingston
Crucial CT25664BF1339 2 GB,299.8,"3,1333",Green,9.0,1,2,Crucial
Mushkin Essentials 4 GB,450.4,"3,1600",Green,11.0,1,4,Mushkin
G.Skill Ares 8 GB,1038.8,"3,2133",Black / Blue,9.0,2,4,G.Skill
G.Skill Ares 8 GB,1199.8,"3,1866",Black / Blue,9.0,2,4,G.Skill
G.Skill Ares 32 GB,4080.0,"3,1600",Black / Orange,10.0,4,8,G.Skill
G.Skill Ripjaws Z 8 GB,1090.4,"3,2400",Black / Blue,10.0,2,4,G.Skill
Kingston KVR16S11/8 8 GB,654.0,"3,1600",Green,11.0,1,8,Kingston
Kingston KVR13S9S8/4 4 GB,393.2,"3,1333",Green,9.0,1,4,Kingston
Kingston Blu Red 4 GB,939.59,"3,1600",Red / Silver,9.0,1,4,Kingston
Mushkin Silverline 8 GB,597.6,"3,1600",Gray / Silver,11.0,1,8,Mushkin
Kingston KVR16S11K2/16 16 GB,1679.6,"3,1600",Green,11.0,2,8,Kingston
Kingston KVR16N11H/4 4 GB,439.79,"3,1600",Green,11.0,1,4,Kingston
G.Skill NS 8 GB,817.6,"3,1333",Black,9.0,2,4,G.Skill
Crucial Ballistix Sport 8 GB,1397.8,"3,1333",Black / Silver,9.0,1,8,Crucial
Kingston KVR16LS11/4 4 GB,419.6,"3,1600",Green,11.0,1,4,Kingston
Patriot PV316G240C0KRD 16 GB,2681.6,"3,2400",Black / Red,10.0,2,8,Patriot
Crucial CT2G3S1067M 2 GB,399.6,"3,1066",Black / Green,7.0,1,2,Crucial
IBM 00D4955 4 GB,3399.8,"3,1600",Black / Green,11.0,1,4,IBM
Patriot Signature Apple Line 8 GB,1017.6,"3,1600",Black / Green,11.0,2,4,Patriot
Patriot Viper 3 Low Profile Black 8 GB,1548.0,"3,1866",Black / Silver,9.0,2,4,Patriot
Kingston ValueRAM 48 GB,7992.0,"3,1600",Black / Green,11.0,3,16,Kingston
Kingston KVR1333D3E9S/4G 4 GB,376.0,"3,1333",Black / Green,9.0,1,4,Kingston
Mushkin Proline 32 GB,2016.6,"3,1333",Silver,9.0,1,32,Mushkin
Samsung M393A1G43DB0-CPB0 8 GB,443.6,"4,2133",Black / Green,15.0,1,8,Samsung
Kingston KTL-TS421/16G 16 GB,2998.0,"4,2133",Green,15.0,1,16,Kingston
Kingston KVR18L13Q4/32 32 GB,1379.6,"3,1866",Gray,13.0,1,32,Kingston
Kingston KVR1333D3E9SK2/16G 16 GB,2500.0,"3,1333",Green,9.0,2,8,Kingston
Kingston KVR16LE11/8I 8 GB,779.8,"3,1600",Green,11.0,1,8,Kingston
