name,price,rpm_min,rpm_max,noise_min_db,noise_max_db,color,radiator_size,cooler_type,price_available,brand
Corsair H55,,1500.0,1500.0,18.0,26.5,Black,120.0,AIO,False,Corsair
Alpenföhn Glacier Water High Speed 240,3759.8,500.0,2200.0,36.8,36.8,White,240.0,AIO,True,Alpenföhn
Thermalright AXP90-X36,,2700.0,2700.0,22.4,22.4,Black,,Air,False,Thermalright
ID-COOLING FROZN A410 GDL,699.8,500.0,2000.0,29.9,29.9,Black / Gold,,Air,True,ID-COOLING
Akasa Nero 3,2603.8,500.0,1500.0,24.6,24.6,Black / Silver,,Air,True,Akasa
be quiet! Pure Loop 240,,,,19.0,39.5,Black,240.0,AIO,False,be quiet!
Thermalright MACHO Rev.C,,600.0,1500.0,19.0,23.0,Silver / Black,,Air,False,Thermalright
ID-COOLING PINKFLOW 240 Diamond,,900.0,2000.0,16.3,33.5,Pink,240.0,AIO,False,ID-COOLING
NZXT Kraken X31,,800.0,2000.0,18.0,34.0,,120.0,AIO,False,NZXT
Iceberg Thermal IceFLOE OASIS 240,,200.0,2200.0,28.9,28.9,Black,240.0,AIO,False,Iceberg Thermal
ADATA XPG LEVANTE II 360,,800.0,2000.0,19.78,29.33,Black,360.0,AIO,False,ADATA
Geometric Future Eskimo Junior 36,,2000.0,2000.0,29.0,29.0,Black,360.0,AIO,False,Geometric Future
Gelid Solutions Tranquillo Rev. 5,,900.0,2000.0,26.5,26.5,Black,,Air,False,Gelid
SilenX EFZ-100HA1,,1000.0,2000.0,8.0,24.0,,,Air,False,SilenX
ID-COOLING FROZN A410 SE,499.79,300.0,1800.0,24.8,24.8,Black,,Air,True,ID-COOLING
Montech AIR COOLER 210,,600.0,1500.0,27.0,27.0,Black,,Air,False,Montech
Thermaltake Frio Silent 12,,1400.0,1400.0,12.0,19.2,,,Air,False,Thermaltake
ID-COOLING FX240 PRO,1099.8,500.0,1800.0,35.2,35.2,Black,240.0,AIO,True,ID-COOLING
ID-COOLING ICEKIMO 120W,,2500.0,2500.0,18.0,26.4,,120.0,AIO,False,ID-COOLING
Deepcool LQ360,,500.0,2400.0,38.71,38.71,Black,360.0,AIO,False,DeepCool
Akasa Nero LX,,600.0,1900.0,11.5,31.5,,,Air,False,Akasa
MSI MEG CORELIQUID S280,6990.4,,,24.9,24.9,Black,280.0,AIO,True,MSI
BitFenix Cube ARGB,3554.8,2000.0,2000.0,34.0,34.0,Black,360.0,AIO,True,BitFenix
RAIJINTEK JUNO-X,,1200.0,2500.0,26.0,26.0,Green / Black,,Air,False,RAIJINTEK
Silverstone NT07-115X,739.8,1500.0,3600.0,21.9,34.7,Silver / Black,,Air,True,SilverStone
ARCTIC Liquid Freezer III 420 A-RGB,3199.8,200.0,1900.0,,,Black,420.0,AIO,True,ARCTIC
Alpenföhn Matterhorn Pure,,500.0,1500.0,8.0,24.8,,,Air,False,Alpenföhn
NZXT Kraken Elite 240 RGB (2024),3999.8,500.0,2400.0,30.0,30.0,Black,240.0,AIO,True,NZXT
SilentiumPC Navis RGB 120,,800.0,2300.0,,,Black,120.0,AIO,False,SilentiumPC
Alphacool Eisbaer 280,,1100.0,1100.0,29.4,29.4,Black / Blue,280.0,AIO,False,Alphacool
ID-COOLING FROSTFLOW X,1079.8,800.0,1600.0,16.8,32.6,Black / Silver,280.0,AIO,True,ID-COOLING
Thermaltake TH280 V2 ARGB Sync,2199.79,500.0,1800.0,34.7,34.7,White,280.0,AIO,True,Thermaltake
ARCTIC Liquid Freezer II 280,,200.0,1700.0,,,Black,280.0,AIO,False,ARCTIC
Cooler Master RR-H101-22FK-RA,,2200.0,2200.0,22.0,22.0,,,Air,False,Cooler Master
Intel BXRTS2011LC,,2200.0,2200.0,,,,120.0,AIO,False,Intel
GAMDIAS AURA GL360 V2,,800.0,1800.0,33.8,33.8,White,360.0,AIO,False,GAMDIAS
be quiet! Light Loop,2798.0,1500.0,2900.0,15.4,34.9,Black,240.0,AIO,True,be quiet!
Silverstone AR01,,1000.0,2200.0,16.39,33.5,,,Air,False,SilverStone
RAIJINTEK LETO B,,800.0,1800.0,29.0,29.0,Black / Blue,,Air,False,RAIJINTEK
Thermalright Frozen Vision 240,,2150.0,21500.0,27.0,27.0,Black,240.0,AIO,False,Thermalright
Thermalright Macho Rev.C Plus,,300.0,1300.0,15.0,21.0,Silver / Black,,Air,False,Thermalright
Enermax Liqmax III 360 ARGB,,500.0,1600.0,14.0,27.0,Black,360.0,AIO,False,Enermax
ID-COOLING AURAFLOW X,,700.0,1800.0,18.0,35.2,Black,120.0,AIO,False,ID-COOLING
Jonsbo TW3-240,,800.0,1500.0,25.0,25.0,Black,240.0,AIO,False,Jonsbo
upHere CC2401-usa,,600.0,1700.0,16.1,27.7,Black,240.0,AIO,False,upHere
Lian Li Hydroshift II LCD-C TL,,200.0,2600.0,33.0,33.0,White,360.0,AIO,False,Lian Li
ID-COOLING SPACE LCD,,500.0,1800.0,35.2,35.2,Black,360.0,AIO,False,ID-COOLING
ID-COOLING ZOOMFLOW XT V2,,500.0,1800.0,13.8,35.2,Black,240.0,AIO,False,ID-COOLING
Thermalright Frozen Warframe PRO ARGB,,2000.0,2000.0,29.8,29.8,Black,360.0,AIO,False,Thermalright
Corsair iCUE H170i ELITE LCD XT,,500.0,1700.0,5.0,33.8,Black,420.0,AIO,False,Corsair
Zalman CNPS 7500 AlCu LED,,1150.0,2300.0,17.0,32.0,,,Air,False,Zalman
darkFlash Darkair,,800.0,1600.0,,,Black,,Air,False,darkFlash
Deepcool CASTLE 240EX A-RGB,,500.0,1800.0,30.0,30.0,Black,240.0,AIO,False,DeepCool
ID-COOLING SE-207,,700.0,1800.0,18.0,35.2,Black / White,,Air,False,ID-COOLING
Geometric Future Eskimo Junior 24,,2000.0,2000.0,29.0,29.0,White,240.0,AIO,False,Geometric Future
Thermalright Frozen Guardian,,2150.0,2150.0,27.0,27.0,White,360.0,AIO,False,Thermalright
Deepcool GAMMAXX 400 White,,900.0,1500.0,17.8,30.0,White,,Air,False,DeepCool
Zalman Alpha2 DS A24,,600.0,2000.0,29.7,29.7,White,240.0,AIO,False,Zalman
Ocypus Delta L24 ARGB,,500.0,2000.0,29.0,29.0,Black,240.0,AIO,False,Ocypus
Deepcool LUCIFER V2,,300.0,1400.0,12.6,31.1,,,Air,False,DeepCool
ID-COOLING FX360 PRO,1199.8,500.0,1800.0,35.2,35.2,Black,360.0,AIO,True,ID-COOLING
Scythe Fuma 3,1099.8,200.0,1500.0,4.0,28.6,Black / Silver,,Air,True,Scythe
Corsair H100i PRO RGB,,2400.0,2400.0,37.0,37.0,Black,240.0,AIO,False,Corsair
Deepcool CASTLE 240EX WHITE,,500.0,1800.0,32.1,32.1,White / Black,240.0,AIO,False,DeepCool
Thermaltake Water 3.0 Riing Red 140,,400.0,1500.0,18.5,26.4,Black / Red,140.0,AIO,False,Thermaltake
KOLINK Umbra Void,,2200.0,2200.0,30.0,30.0,Black,240.0,AIO,False,KOLINK
be quiet! Pure Loop 280,,,,22.5,38.1,Black,280.0,AIO,False,be quiet!
ARCTIC Freezer 33 eSports ONE (Black/White),,200.0,1800.0,24.4,24.4,Black / White,,Air,False,ARCTIC
Deepcool AG500 ARGB,,300.0,1850.0,29.4,29.4,Black / Silver,,Air,False,DeepCool
be quiet! Dark Rock Elite,2198.0,1500.0,2000.0,11.0,25.8,Black,,Air,True,be quiet!
Masscool 5T568S1H3,,4200.0,4200.0,31.8,31.8,,,Air,False,Masscool
NZXT Kraken Elite 280 RGB,7895.0,500.0,1500.0,34.48,34.48,White,280.0,AIO,True,NZXT
Ocypus Iota A40,699.8,500.0,2000.0,29.0,29.0,Black,,Air,True,Ocypus
Zalman CNPS9500 AT,,1300.0,2650.0,18.0,27.5,,,Air,False,Zalman
Corsair NAUTILUS 360 RS ARGB,2599.8,2100.0,2100.0,34.0,34.0,Black,360.0,AIO,True,Corsair
Gelid Solutions Rev. 2 Tranquillo,899.2,750.0,1500.0,12.0,25.5,,,Air,True,Gelid
Fractal Design Lumen S36 RGB V2,2599.8,500.0,2000.0,10.0,33.2,Black,360.0,AIO,True,Fractal Design
ID-COOLING SE-214-XT HAFF,,800.0,1500.0,30.5,30.5,Black,,Air,False,ID-COOLING
Deepcool AG620,,300.0,1850.0,29.4,29.4,Black / Silver,,Air,False,DeepCool
Lian Li Galahad II Lite RGB,1999.8,300.0,2500.0,34.8,34.8,Black,360.0,AIO,True,Lian Li
Cooler Master MasterLiquid Lite 120,,650.0,2000.0,6.0,30.0,,120.0,AIO,False,Cooler Master
Asus ROG Ryujin III ARGB,3799.8,600.0,2200.0,36.45,36.45,Black,240.0,AIO,True,ASUS
Noctua NH-D15 G2 HBC,3599.0,1500.0,1500.0,24.8,24.8,Brown / Silver,,Air,True,Noctua
ARCTIC Freezer 33 PENTA,,120.0,1350.0,22.5,22.5,,,Air,False,ARCTIC
Ocypus Iota L36,,500.0,2000.0,29.0,29.0,Black,360.0,AIO,False,Ocypus
ID-COOLING PINKFLOW 360,,900.0,2000.0,16.3,33.5,Pink,360.0,AIO,False,ID-COOLING
NZXT Kraken 280,2799.8,500.0,1500.0,19.4,32.1,Black,280.0,AIO,True,NZXT
Ocypus Iota L24,1679.8,500.0,2000.0,29.0,29.0,Black,240.0,AIO,True,Ocypus
ID-COOLING SE-904-XT SLIM,,600.0,2200.0,14.0,25.8,,,Air,False,ID-COOLING
Deepcool CAPTAIN 120 EX,,500.0,1800.0,17.6,31.3,,120.0,AIO,False,DeepCool
Evercool TRANSFORMER S,,2200.0,2200.0,20.0,20.0,,,Air,False,Evercool
Reeven Steropes RC-1206b,,500.0,2000.0,9.32,33.67,,,Air,False,Reeven
Alphacool Core Ocean T38,1120.0,,,0.0,34.3,Black,120.0,AIO,True,Alphacool
ID-COOLING AURAFLOW 240 SNOW,,700.0,1800.0,18.0,35.2,White,240.0,AIO,False,ID-COOLING
ARCTIC Freezer 4U-M,2169.19,400.0,2300.0,40.0,40.0,Black / Silver,,Air,True,ARCTIC
NZXT Kraken 240,1999.8,500.0,1800.0,17.9,30.6,Black,240.0,AIO,True,NZXT
Deepcool NEPTWIN V2.0,,1300.0,1300.0,26.6,26.6,,,Air,False,DeepCool
CRYORIG C7G,,600.0,2500.0,30.0,30.0,Black / Silver,,Air,False,CRYORIG
Cooler Master Hyper 612,,600.0,2000.0,9.0,36.0,,,Air,False,Cooler Master
be quiet! Pure Rock Pro 3,1098.0,2000.0,2000.0,14.0,34.8,Black,,Air,True,be quiet!
Prolimatech PRO-MGH-C,,,,26.0,26.0,,,Air,False,Prolimatech
Alpenföhn Silvretta,709.4,800.0,2800.0,,,,,Air,True,Alpenföhn
Silverstone Hydrogon H90 ARGB,1319.8,500.0,2600.0,11.3,34.6,Black / Silver,,Air,True,SilverStone
Asus ROG STRIX LC II ARGB,3099.8,800.0,2500.0,37.6,37.6,White / Black,360.0,AIO,True,ASUS
Noctua NH-U9B SE2,,1000.0,1600.0,7.9,17.6,,,Air,False,Noctua
ARCTIC Liquid Freezer III 420,3800.0,200.0,1700.0,,,Black,420.0,AIO,True,ARCTIC
ARCTIC Liquid Freezer III Pro,1419.6,600.0,3000.0,,,Black,240.0,AIO,True,ARCTIC
Silverstone Krypton KR01,719.8,800.0,3000.0,33.0,33.0,Black / Silver,,Air,True,SilverStone
Enermax LIQMAXFLO 420,2295.8,500.0,1700.0,25.47,25.47,Black,420.0,AIO,True,Enermax
Silverstone HE02-V2,,,,0.0,0.0,Silver,,Air,False,SilverStone
Lian Li Hydroshift II LCD-C TL,,200.0,2600.0,33.0,33.0,Black,360.0,AIO,False,Lian Li
Cooler Master Hyper 212 Halo,579.79,650.0,2050.0,27.0,27.0,Black,,Air,True,Cooler Master
Fractal Design Celsius S24,,500.0,2000.0,32.2,32.2,,240.0,AIO,False,Fractal Design
GAMDIAS CHIONE P3-240U,,800.0,2000.0,10.0,31.0,Black,240.0,AIO,False,GAMDIAS
RAIJINTEK LETO R,,800.0,1800.0,29.0,29.0,Black / Red,,Air,False,RAIJINTEK
Fractal Design Celsius S36 Blackout,,500.0,2000.0,32.2,32.2,Black,360.0,AIO,False,Fractal Design
ARCTIC Freezer 36 A-RGB,967.4,200.0,2000.0,,,Black,,Air,True,ARCTIC
Thermaltake Floe DX RGB 240 TT Premium Edition,3799.8,500.0,1500.0,19.0,23.9,Black / Gray,240.0,AIO,True,Thermaltake
Logisys IC211HTPC,,2600.0,2600.0,28.0,28.0,,,Air,False,Logisys
Corsair iCUE H150i ELITE CAPELLIX,,2400.0,2400.0,10.0,37.0,White,360.0,AIO,False,Corsair
ID-COOLING SE-206-XT,,700.0,1800.0,35.2,35.2,Black / Silver,,Air,False,ID-COOLING
Iceberg Thermal IceSLEET G6 Stealth,799.8,600.0,1400.0,26.0,26.0,Black / Blue,,Air,True,Iceberg Thermal
Deepcool R-AN600-BKNNMN-G,,500.0,1850.0,20.0,24.4,Black / Silver,,Air,False,DeepCool
SilentiumPC Fortis 5 Dual Fan,,300.0,1400.0,,,Black / Silver,,Air,False,SilentiumPC
MSI MAG CORELIQUID R,,500.0,2000.0,14.3,34.3,Black,120.0,AIO,False,MSI
StarTech FAN1156PWM,479.79,1000.0,3000.0,33.0,33.0,,,Air,True,Desconocida
Thermalright Frozen Magic EX,,1850.0,1850.0,29.6,29.6,Black,120.0,AIO,False,Thermalright
GameMax Iceberg 240,,600.0,1800.0,25.0,32.0,Black,240.0,AIO,False,GameMax
Xigmatek Praeton LD963,,1200.0,2800.0,22.0,22.0,,,Air,False,Xigmatek
Scythe Mugen 5 TUF Gaming Alliance,,300.0,1200.0,4.0,24.9,Brown / Black,,Air,False,Scythe
AMD Wraith Prism,1247.0,2800.0,2800.0,42.0,42.0,,,Air,True,AMD
Noctua NH-U12S,1699.0,300.0,1500.0,18.6,22.4,,,Air,True,Noctua
Raidmax Cobra 240,,500.0,1800.0,21.2,21.2,,240.0,AIO,False,Desconocida
Xilence M504D,2000.0,600.0,2200.0,14.0,21.8,Red / Black,,Air,True,Xilence
Mars Gaming ML-ULTRA360,,600.0,1800.0,9.0,26.0,Black,360.0,AIO,False,Mars Gaming
Phanteks GLACIER ONE 240D30,,250.0,2000.0,30.2,30.2,White,240.0,AIO,False,Phanteks
ID-COOLING FX360 ARGB,,500.0,1800.0,35.2,35.2,Black,360.0,AIO,False,ID-COOLING
Cooler Master MasterLiquid 240L Core,4740.0,650.0,1750.0,27.2,27.2,Black,240.0,AIO,True,Cooler Master
Silverstone IceMyst 280,2282.0,400.0,1750.0,13.3,30.8,Silver / Black,280.0,AIO,True,SilverStone
Thermaltake UX200 SE ARGB,639.79,800.0,1800.0,25.0,25.0,White,,Air,True,Thermaltake
Mars Gaming MCPU-XTW,,800.0,1600.0,9.0,26.0,White,,Air,False,Mars Gaming
EVGA CLCx 280,4538.39,,,35.0,35.0,Black,280.0,AIO,True,EVGA
ARCTIC Freezer 8i,1010.6,200.0,2300.0,,,Black / Silver,,Air,True,ARCTIC
Silverstone IceMyst 420,3751.2,400.0,1750.0,13.3,30.8,Silver / Black,420.0,AIO,True,SilverStone
Noua Siberus TR360,,800.0,1800.0,25.0,32.0,Black,360.0,AIO,False,Noua
Noctua NH-D9L,1699.0,400.0,2000.0,16.3,22.8,,,Air,True,Noctua
ARCTIC Alpine 64 PLUS,,600.0,2000.0,,,,,Air,False,ARCTIC
Fractal Design Celsius+ S36 Dynamic X2 PWM,,500.0,2000.0,32.2,32.2,Black,360.0,AIO,False,Fractal Design
Lian Li GALAHAD AIO 240 RGB,,800.0,1900.0,,,Black / Silver,240.0,AIO,False,Lian Li
ARCTIC Freezer 33 eSports ONE (Black/Red),,200.0,1800.0,24.4,24.4,Black / Red,,Air,False,ARCTIC
Geometric Future Eskimo Pro 36,1598.0,2000.0,2000.0,34.2,34.2,Black,360.0,AIO,True,Geometric Future
Gigabyte AORUS LIQUID COOLER,,2500.0,2500.0,18.0,39.5,Black,360.0,AIO,False,Gigabyte
Cooler Master I30,259.8,2600.0,2600.0,28.0,28.0,Black / Silver,,Air,True,Cooler Master
Deepcool GAMMAXX L360 A-RGB,,500.0,1800.0,30.0,30.0,Black,360.0,AIO,False,DeepCool
ENDORFY Spartan 5,330.0,250.0,1500.0,,,Black / Silver,,Air,True,ENDORFY
Cooler Master Hyper 212 LED,1399.6,600.0,1600.0,9.0,31.0,,,Air,True,Cooler Master
ARCTIC Liquid Freezer II 360,,800.0,2000.0,,,Black,360.0,AIO,False,ARCTIC
NZXT Kraken Elite 360 RGB,,500.0,1800.0,17.9,30.6,White,360.0,AIO,False,NZXT
ARCTIC Liquid Freezer III 240,,200.0,1800.0,,,Black,240.0,AIO,False,ARCTIC
ID-COOLING FROZN A610,,500.0,2000.0,29.9,29.9,Black,,Air,False,ID-COOLING
EVGA CLCx 360,3899.8,,,35.0,35.0,Black,360.0,AIO,True,EVGA
Phanteks PH-TC12ST5_DBK01,,400.0,2000.0,35.7,35.7,,,Air,False,Phanteks
Enermax LIQMAXFLO SR 240,2326.19,500.0,1800.0,23.46,23.46,Black,240.0,AIO,True,Enermax
Phanteks PH-TC14S_BK,,500.0,1600.0,25.3,25.3,,,Air,False,Phanteks
Thermalright Assassin King SE,379.6,1550.0,1550.0,25.6,25.6,Silver / Gray,,Air,True,Thermalright
Noua Arcade,,700.0,1800.0,37.1,37.1,Black,,Air,False,Noua
Antec VORTEX 240,4539.8,600.0,2000.0,31.24,31.24,Black,240.0,AIO,True,Antec
Silverstone VIDA 240 SLIM,2917.4,300.0,1800.0,15.9,33.9,Black,240.0,AIO,True,SilverStone
Enermax ETS-T50 AXE (Black),,800.0,1800.0,18.9,25.0,,,Air,False,Enermax
Thermalright Frozen Prism,1137.8,1850.0,1850.0,27.0,27.0,Black,360.0,AIO,True,Thermalright
Thermaltake Water 3.0 240 ARGB Sync,,500.0,1500.0,25.8,25.8,Black,240.0,AIO,False,Thermaltake
ENDORFY Navis F360 ARGB,3010.8,250.0,1800.0,,,Black,360.0,AIO,True,ENDORFY
Cooler Master MasterLiquid ML240L ARGB V2,,650.0,1800.0,8.0,27.0,White,240.0,AIO,False,Cooler Master
Scythe SCKZT-1000,,800.0,3300.0,8.2,32.5,,,Air,False,Scythe
Thermalright Frozen Warframe PRO ARGB,2198.0,2000.0,2000.0,29.8,29.8,White / Blue,360.0,AIO,True,Thermalright
Cooler Master Hyper T2,,2800.0,2800.0,17.0,35.0,,,Air,False,Cooler Master
ID-COOLING FROSTFLOW+ 240 SNOW,,700.0,1500.0,18.0,26.4,White,240.0,AIO,False,ID-COOLING
Nexus FLC-3000 R2,,900.0,2500.0,15.0,24.0,,,Air,False,Desconocida
ARCTIC Liquid Freezer III 240 A-RGB,2398.19,200.0,2000.0,,,Black,240.0,AIO,True,ARCTIC
MSI CORE FROZR L,,500.0,1800.0,17.2,33.6,,,Air,False,MSI
RAIJINTEK LETO RGB,575.0,800.0,1800.0,25.0,25.0,Black / Silver,,Air,True,RAIJINTEK
SilentiumPC Fortis 5,,300.0,1400.0,,,Black / Silver,,Air,False,SilentiumPC
ARCTIC Liquid Freezer II 420,,200.0,1700.0,,,Black,420.0,AIO,False,ARCTIC
Xigmatek Gaia II,,800.0,1500.0,16.0,24.0,,,Air,False,Xigmatek
ID-COOLING SE-914-XT BASIC V2,,600.0,2200.0,,,,,Air,False,ID-COOLING
Mars Gaming ML-ONE,,600.0,1800.0,9.0,26.0,White,240.0,AIO,False,Mars Gaming
MSI MAG CORELIQUID I360,2998.8,,,,,White,360.0,AIO,True,MSI
be quiet! Pure Rock 2 Black,998.0,1500.0,1500.0,19.1,26.8,Black,,Air,True,be quiet!
Dynatron K129,899.0,,,0.0,0.0,Orange,,Air,True,Dynatron
Mars Gaming ML-ONE,,600.0,1800.0,9.0,26.0,Black,120.0,AIO,False,Mars Gaming
Inter-Tech ALSEYE H120,,800.0,2000.0,13.5,35.2,Black,120.0,AIO,False,Inter-Tech
Thermalright Assassin King 120 Plus,,1500.0,1500.0,25.6,25.6,Black / Silver,,Air,False,Thermalright
